place_id,isletme,kategori,primitif,bolge,adres,lat,lng,telefon,website,puan,yorum_sayisi,google_tipi,transfer_agirligi,skor
ChIJ5brkrqKxyhQRHTIxsTauY_A,Arda triko,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Muratpaşa mah. Cumhuriyet cad 104.sokak No:4, Muratpaşa, 34040 Bayrampaşa/İstanbul",41.0541668,28.908206699999997,0535 962 34 78,http://www.ardatriko.com.tr/,4.5,2,Mağaza,1.0,1.0
ChIJIVhDq_W6yhQR9pcP0B-D1Uk,Atfe Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Terazidere, Cumhuriyet Cd. No:33, 34035 Bayrampaşa/İstanbul",41.0309062,28.9033743,(0212) 613 50 55,http://atfetekstil.com/,4.4,56,Üretici,1.0,1.0
ChIJ2_hElfa6yhQRAVwdIW5cZtg,Aykut Desimo Çorap,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Terazidere, Sinan Sk. No:3, 34035 Bayrampaşa/İstanbul",41.029666,28.899659000000003,(0212) 674 24 60,https://desimo.com.tr/,4,22,Giyim mağazası,1.0,1.0
ChIJcQ9aEMe5yhQRQTKMk-W7cgc,Bilim Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"İbrahimağa Cad. Mühendisler Ticaret Merkezi :4 D:29, Orta, 34030 Maltepe - Bayrampaşa/Bayrampaşa/İstanbul",41.0303733,28.916267999999995,(0212) 612 20 21,http://www.bilimtekstil.com.tr/,4.6,8,Mağaza,1.0,1.0
ChIJ_7fJ0LOxyhQRqXEq2ruGjww,ESEN MODA EVİ,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Yıldırım, Eski Edirne Asf. No:285 D:B, 34000 Bayrampaşa/İstanbul",41.069823899999996,28.893351600000003,0507 652 55 67,https://www.instagram.com/invites/contact/?i=cmcjylspdz7l&utm_content=pevfwi,4.5,52,Giyim mağazası,1.0,1.0
ChIJG6cI6Wa6yhQRqhiQTZ0R2bA,Elele Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"B, Orta, Numunebağı Cd. İmran İş hanı 48 / B, 34030 Bayrampaşa/İstanbul",41.033643000000005,28.913795099999998,0553 842 78 03,http://www.eleletekstil.com/,4.3,15,Toptancı,1.0,1.0
ChIJAXw6unm6yhQR5O2Cyxw7Buo,KAYA TORNA,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Bayrampasa,"Yenidoğan, Rami Kışla Cd. No:87 D:170, 34030 Bayrampaşa/İstanbul",41.045414799999996,28.9150845,(0212) 612 31 68,http://www.kayatorna.com/,4.1,51,Üretici,1.0,1.0
ChIJuTtFNl26yhQRSfxqrFepGgg,Karbel Konfeksiyon San. ve Tic. A.Ş.,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Orta, Topkapı Maltepe Yolu 20-22 A, 34040 Bayrampaşa/İstanbul",41.028338999999995,28.917434,(0212) 482 11 62,https://www.karbel.com/,4.4,124,Üretici,1.0,1.0
ChIJZ9c57me6yhQRxvE-tGlYiS4,Nevra Tekstil Fabrika,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Orta, İbrahimağa Cd. No:18/1, 34040 Bayrampaşa/İstanbul",41.029659,28.918858300000004,0543 684 77 34,http://www.nevratekstil.com/,5,3,Giyim mağazası,1.0,1.0
ChIJeVHKNOyxyhQR8xKt6HfBK2I,OZAY KONFEKSİYON,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Kartaltepe, İstanbul Cd. No:11 B Bodrum Kat, 34000 Bayrampaşa/İstanbul",41.054841599999996,28.904237600000002,0507 358 31 37,https://www.instagram.com/ercan_penye_fason_dikim_atolye?igsh=aGVpa21vdXpvaXp6,,,Mağaza,1.0,1.0
ChIJDxliJEO7yhQRnBKihFyid74,Pöyem Öğrenim Atölyesi Bayrampaşa,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Yenidoğan, Abdi İpekçi Cd. No:63-65, 34030 Bayrampaşa/İstanbul",41.037679999999995,28.912135000000003,(0212) 706 72 93,https://www.poyemkurs.com/,4.7,101,Eğitim Kurumu,1.0,1.0
ChIJLfjWtHq7yhQR_kDVBKBogew,Tek Yıldız Tekstil Ram İğne İmalat Sanayi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Yenidoğan, Gelin Çk. no: 6/A, 34040 Bayrampaşa/İstanbul",41.037868100000004,28.9114309,(0212) 567 85 13,https://www.tekyildiz.com/,5,1,Mağaza,1.0,1.0
ChIJK2wYNb67yhQR7P_L551NRms,"Tekstilciyim, Fason Dikim Camiası",konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Muratpaşa, Bayır Sk. No:13, 34040 Bayrampaşa/İstanbul",41.0488838,28.9018238,0549 770 20 10,http://www.fasonis.com/,,,Mağaza,1.0,1.0
ChIJEZ4RSgCxyhQRZgnVAWwXrKQ,Çelikarar Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Kartaltepe, Salihoğlu Cd. 6a, 34040 Bayrampaşa/İstanbul",41.0593152,28.900178099999998,0535 527 34 96,http://www.celikarartekstil.com/,5,13,Üretici,1.0,1.0
ChIJzSdL0me6yhQRdQSD-sizO8s,Özlem Dar Dokuma,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Orta, Maltepe Cd. A Blok Kat:3 No:104-105, 34040 Bayrampaşa/İstanbul",41.0324989,28.919591699999998,(0212) 613 06 18,https://ozlemdardokuma.com/,5,1,Üretici,1.0,1.0
ChIJSxAkl027yhQRoMpagPI-5PY,Özlem Tekstil TOCKA,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Yeni Mahalle, 540/3. Sk. No:4 D:a, 34040 Gaziosmanpaşa/İstanbul",41.075190600000006,28.8999508,0530 822 74 25,http://www.tocka.com.tr/,5,2,Mağaza,1.0,1.0
ChIJO5nXmr6zeakRdC5UZ6YWTfE,ŞİPŞAK TRİKO Dikim Atölyesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Bayrampasa,"Orta, Emin Efendi Cd., 34400 Bayrampaşa/İstanbul",41.0321314,28.9155568,0507 676 33 41,https://wa.me/+905076763341,,,Üretici,1.0,1.0
ChIJObiTiV-vyhQR1hs_t-ziLHo,Alp Tekstil ve Dış.Tic.Ltd.Şti.,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Başakşehir, Saraçlar Sanayi Sitesi İkitelli Organize Sanayi Bölgesi. No:10 Blok No:30, 34490 Başakşehir/İstanbul",41.0832986,28.787448,(0212) 461 05 90,http://www.alptekstil.com/,5,3,Üretici,1.0,1.0
ChIJ468t2ce6yhQRSZpKkA8etVg,Berkay Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Fatih, 207. Sk. No:1, 34225 Esenler/İstanbul",41.040648499999996,28.8716267,(0212) 611 44 07,http://www.berkayteks.com/,4.2,56,Giyim mağazası,1.0,1.0
ChIJh2q8j225yhQRw5UDoMUaAUw,Beyaz Düşler Sokağı (Beduso) Moda ve Tasarım Atölyesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Koşuyolu, D:100, 34718 Kadıköy/İstanbul",41.0051552,29.032333599999994,0552 432 60 40,https://beduso.com/,4.6,20,Terzi,1.0,1.0
ChIJvwCdy9alyhQR4u4itFUdxk8,CNC Torna,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Ikitelli OSB,"İkitelli OSB, 34944 Başakşehir/İstanbul",41.069559000000005,28.802673799999994,0544 170 86 84,https://cnctorna.net/,5,1,Üretici,1.0,1.0
ChIJRyl6bjPGyhQRuZfPbEs1XYk,Ev Tekstil İmalatı Atölyesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Barbaros, Darende Sk. No:3A/1, 34746 Ataşehir/İstanbul",40.9864863,29.0944914,0533 655 41 67,http://www.evtekstilatolyesi.com/,4.9,7,Ev Eşyaları Mağazası,1.0,1.0
ChIJkapNAYOlyhQR4yCac3bmtpQ,Fato Design / Fato Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Giyim Sanatkarları İş ve Ticaret Merkezi 4.Ada C Blok No:108-110, İkitelli OSB, 34490 Başakşehir/İstanbul",41.0709679,28.8058221,(0212) 671 43 93,https://www.fatodesign.com/,4.3,6,Hizmetler,1.0,1.0
ChIJ8QxtmdHIyhQRim-29lXwlFU,Feyiz Tekstil Tekstil Makina San ltd şti,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Yeni İstanbul Çarşısı, Ihlamurkuyu, Alemdağ Cd no:245 B Blok Kat:1, D:38, 34771 Ümraniye/İstanbul",41.0195388,29.1323254,0532 461 40 44,http://www.feyiztekstil.com/,1.3,6,Üretici,1.0,1.0
ChIJw8UVQGevyhQRlpkbV77kCm4,GÜÇLÜ TORNA FİTTİNGS,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Ikitelli OSB,"İkitelli OSB, Tormak Sanayi Sitesi İKİTELLİ ORGANİZE SANAYİ BLG H/Blok NO:59, 34306 Başakşehir/İstanbul",41.090057,28.787896999999994,(0212) 485 02 09,http://www.guclutorna.com/,5,1,Üretici,1.0,1.0
ChIJr0pqwYWlyhQRJaO9Ji7Pyj0,Otomatik Teknik Torna San.ve Tic.Ltd.Şti,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Ikitelli OSB,"İOSB.Mah.Dolapdere Sanayi Sitesi 3, İkitelli OSB, Ada Sokak No:27-29-31, 34192 Başakşehir/İstanbul",41.0738219,28.802952599999994,(0212) 549 37 36,http://www.otomatiktorna.com/en/iletisim,4.4,10,Araç Bakım ve Onarımı,1.0,1.0
ChIJKVfyQialyhQRDfnG-cAjHAs,PLATO KONFEKSIYON,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"İKTELLİ GİYİM SAN.SİT. 2.ADA A BLOK KAT.3 NO.306-318, İkitelli OSB, 34490 Başakşehir/İstanbul",41.0704323,28.8087508,(0212) 671 58 06,http://www.platokonfeksiyon.com.tr/,,,Mağaza,1.0,1.0
ChIJc1rO1LivyhQRJxBvoEZZP0s,Salurmaksan Makina Yedek Parça imalat,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Ikitelli OSB,"İkitelli OSB, Metal İş Sanayi Sitesi Yolu 18.blok no 26, 34490 Başakşehir/İstanbul",41.070661,28.802329500000003,(0212) 871 05 55,https://www.salurmaksan.com.tr/,5,47,Üretici,1.0,1.0
ChIJVeDy0nG6yhQRpXvLHe6EMHM,Teknik Torna,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Ikitelli OSB,"Topçular, Rami Kışla Cd. No:12, 34030 Eyüpsultan/İstanbul",41.0384027,28.920986,(0212) 254 94 05,https://tekniktorna.net/,,,Üretici,1.0,1.0
ChIJLSFKQMKlyhQRquLFHq-8_lc,Trikotek,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"İkitelli Osb Mah. Hürriyet Bulvarı Deparko Sanayi Sitesi No:1-15, İkitelli OSB, 34306 Başakşehir/İstanbul",41.0651602,28.7821281,(0212) 675 20 23,http://www.trikotek.com.tr/,4.8,17,Üretici,1.0,1.0
ChIJvTohDvm7yhQRZc8MMXqa1OU,"Union and Joy (Tasarım, Model, Kalıp, Kesimhane, Tekstil Fason Üretim ve Kalıp Ofisi)",konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Sancaktepe, 917. Sok 9A, 34200 Bağcılar/İstanbul",41.0392151,28.8551556,0533 760 60 40,https://www.unionandjoy.com/,5,13,Üretici,1.0,1.0
ChIJ1afT346lyhQRsP_3fx0lzYQ,Uğur Konfeksiyon A.Ş İkitelli Şubesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"İkitelli Org.San.Böl. Aykosan San. Sit. 2. Kısım 17 B Blok No:17/B, Başakşehir, 34306 Başakşehir/İstanbul",41.0746949,28.798167,(0212) 671 34 20,http://www.ugurkonfeksiyon.com/,4.3,46,Hizmetler,1.0,1.0
ChIJmRwbe-alyhQRK0QVfnB9sY0,Yüksel Kardeşler Dar Dokuma Ve Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"15 Temmuz, 1437 Sokak No:21 No :4, 34212 Bağcılar/İstanbul",41.0431393,28.813559299999998,(0212) 655 69 37,http://www.yukselkardesler.com/,5,9,Giyim mağazası,1.0,1.0
ChIJ5cuyGiXEyhQRiGr1WVzxI3g,Yürüyen Reklam Maskot Kostüm Üretimi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Burç Caddesi, Atakent, Atanur Sk. No:1, 34760 Ümraniye/İstanbul",41.019808999999995,29.111590999999997,(0216) 589 16 98,http://www.hazirmaskot.com/,5,38,Giyim mağazası,1.0,1.0
ChIJjYeljW2vyhQR9_ZAd-kBfWk,Özak Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"İkitelli Organize Sanayi Mah. 10 Cadde 34 Portall Plaza No: 7/D, İkitelli OSB, 34490 Başakşehir/İstanbul",41.095690499999996,28.8007091,(0212) 486 05 05,https://www.ozaktekstil.com.tr/,3.8,35,Üretici,1.0,1.0
ChIJe5aDTIalyhQRnXMNMcilimg,İkitelli dişli imalat,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Ikitelli OSB,"Mahallesi, İkitelli OSB, Giyim Koop. Sanayi Sitesi No:21 D:3B blok, 34490 Başakşehir/İstanbul",41.0700548,28.807261699999994,(0212) 671 59 61,http://www.ikitellidisli.com/,4.7,13,Kurumsal Ofis,1.0,1.0
ChIJO_uymRe7yhQR9iv-55qV0H0,Apsen Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Alaybey Sk. NO:14 Kat:2, 34173 Güngören/İstanbul",41.0096977,28.8854317,(0212) 557 33 03,https://www.apsen.com.tr/,4.8,43,Kadın giyim mağazası,1.0,1.0
ChIJrbRebj_PyhQRF4iBpOYjDEM,Cnc Teknik Torna,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Merter,"İMES SANAYİ SİTESİ C BLOK 307.SOKAK NO:12 ÜMRANİYE/İSTANBUL İstanbul Turkey 34775, Yukarı Dudullu, 34775 Ümraniye/İstanbul",40.998879099999996,29.160041900000003,(0216) 561 94 57,http://www.teknikcnctorna.com/,5,3,Hizmetler,1.0,1.0
ChIJHUYxmgy7yhQRcfzKP0BhxSA,ESEN TEKSTİL Toptan Penye bluz İmalatı,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Çırpıcı, Yeşilyol C Sk. 10/B, 34025 Zeytinburnu/İstanbul",40.9987285,28.8997663,0531 679 47 00,http://www.esentekstil.com/,4.7,31,Giyim mağazası,1.0,1.0
ChIJLYKcgGS6yhQR0LKOhUfpTbc,Fason iş tekstil üretim,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Yenidoğan, Abdi İpekçi Cd. No:44/1, 34367 Bayrampaşa/İstanbul",41.0379587,28.912284199999995,0549 770 20 10,https://www.fasonis.com/,4.6,73,Mağaza,1.0,1.0
ChIJx4yn2LC7yhQRtix7xRQz22o,Gangs Workshop Merter,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Alaybey Sk. No:6 Kat:4, 34173 Güngören/İstanbul",41.0097605,28.8858429,0536 587 71 49,http://www.gangs.com.tr/,5,1,Üretici,1.0,1.0
ChIJN5s0Xyi7yhQR3ty-TNmhlRU,KAKTUS MODA Toptan Kadın Giyim,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesif Özmen Mahallesi Gölgeli Sokak, Mehmet Nesih Özmen, Merter Sok. No:4, 34169 Güngören/İstanbul",41.012652700000004,28.891339400000003,(0212) 481 36 92,https://kaktusmoda.com/,4.7,57,Kadın giyim mağazası,1.0,1.0
ChIJadDclZe7yhQR429--4KG0PU,Koton Eksport,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Merter tekstil merkezi istanbul, M. Nesih Özmen Mahallesi, Defne Sk. No:13, 34178 Güngören/İstanbul",41.0098049,28.8825727,(0212) 553 46 35,http://www.kotoneks.com.tr/,4.3,4,Üretici,1.0,1.0
ChIJ7wOJtK27yhQRd71YgbIlsVI,Lady Mall Merter,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Mehmet Nesih Özmen Mahallesi Nadide Caddesi، Mehmet Nesih Özmen, Nar Sk. No:18، 34173 Güngören/İstanbul",41.0108533,28.890763099999997,(0212) 871 71 80,https://ladymall.com.tr/,4.6,58,Alışveriş merkezi,1.0,1.0
ChIJxbYiyRu7yhQRs605_GieM88,Levure,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Fidan Sk. No:16, 34173 Güngören/İstanbul",41.012044499999995,28.890113200000002,(0212) 555 20 75,http://www.levure.com.tr/,4.4,16,Kadın giyim mağazası,1.0,1.0
ChIJjy0OtbK7yhQRn5194ytcCiA,Lionette Merter,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Keresteciler Sitesi Fatih Cad. No:9/ 1/c, Mehmet Nesih Özmen, Merter Sok., 34160 Güngören/İstanbul",41.011209799999996,28.8857135,(0212) 642 16 21,https://www.lionetteshop.com/,5,2,Giyim mağazası,1.0,1.0
ChIJdeXYxBm7yhQRi5ffwb2GJ7c,MCR MERTER SHOWROOM,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen mah. Gülsever sok. No:6/B Merter/Güngören Mehmet Nesih Özmen mah. Gülsever sok, Mehmet Nesih Özmen, Merter Sok. No:6/B, 34173 Güngören/İstanbul",41.0107798,28.8867418,(0212) 677 99 80,http://www.modacriseshop.com/,4,4,Giyim mağazası,1.0,1.0
ChIJdRmKwDG7yhQRtap2wnT590g,MERTER MALL,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"M. Nesih Özmen Mah. Fatih Cad. Kayacık Sok, Mehmet Nesih Özmen, Merter Sok. No: 16 K: 2 D: 5, 34173 Güngören/İstanbul",41.011813599999996,28.8838484,0552 419 61 34,http://www.mertermall.com/,4.9,57,Toptancı,1.0,1.0
ChIJSenEuxm7yhQRafibKPY1dR0,Markova,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen Mah. Fatih Cad. Selvi Sok. No:10 Merter/İstanbul, Mehmet Nesih Özmen, 34173 Güngören/İstanbul",41.011479,28.886875500000002,(0212) 556 82 10,http://www.markovastore.com.tr/,4.8,35,Giyim mağazası,1.0,1.0
ChIJw_ZvZxe7yhQRBb7MKPjzM7I,Merter AVM,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Kasım Sok., 34173 Güngören/İstanbul",41.0094213,28.8870412,0541 232 91 90,http://www.merteravm.com/,4.3,2076,Alışveriş merkezi,1.0,1.0
ChIJV8wg3AC7yhQRNlQWHw0MPgM,Merter Mall,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Gençosman, Merhale Sk., 34165 Güngören/İstanbul",41.0273998,28.8828246,(0212) 569 06 26,http://mertermall.net/,5,1,Giyim mağazası,1.0,1.0
ChIJe2cTsVC7yhQRJ-BoZAtoakc,Merter Toptan Tekstil Caddesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"European Side, Mehmet Nesih Özmen, 34173 Güngören/İstanbul",41.0065616,28.8880235,0543 405 07 10,https://albeyanfashion.com/en/,4.2,554,Toptancı,1.0,1.0
ChIJd0QZ89y7yhQRx0ve5UqqRyo,Merter tekstil merkezi istanbul,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Merter Sok., 34200 Güngören/İstanbul",41.0096657,28.8870611,0542 261 51 96,https://t.me/markao_istanbul,4.3,92,Toptancı,1.0,1.0
ChIJEXTZdZC5yhQRVF5hcl0Ymqw,Merter wholesaler,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Çınar Sokağı Adısoy center no:14/24, 34173 Güngören/İstanbul",41.0106636,28.8880069,0545 311 64 17,http://merterwholesaler.com/,5,24,Toptancı,1.0,1.0
ChIJWw_KFsDRyhQRrZZTWKKFpmc,ModeXL - Merter Wholesale/Toptan - Big Size For Man- Büyük Beden Erkek Giyim Showroom,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen, Güldalı Sk No:19/1, 34173 Güngören/İstanbul",41.010518,28.888585,0530 238 64 09,https://www.modexl.com.tr/,4.2,6,Giyim mağazası,1.0,1.0
ChIJNxeqjffIyhQRVKruNCjLjyY,Modlino Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Altınşehir, Hayat Sk. 15/A, 34764 Ümraniye/İstanbul",41.0085286,29.1433602,0542 584 02 20,https://instagram.com/atolye_modlino?igshid=NTc4MTIwNjQ2YQ==,3.9,7,Kadın giyim mağazası,1.0,1.0
ChIJAQcuXgS7yhQRBCBu6VPtklA,Molto Woman,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"İstanbul /Güngören/Mehmet Nesi Özmen mah./merter, fatih cad, Çınar Sokağı B2 /no:9, 34160 Güngören/İstanbul",41.0105596,28.887268300000002,0533 593 58 42,https://t.me/moltowoman,5,3,Üretici,1.0,1.0
ChIJb1xf6ye7yhQRdWBnd9WM3wQ,SABIR KONFEKSİYON SAN.TİC.LTD.ŞTİ.,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"M, Mehmet Nesih Özmen, Merter Sok. Pelit Sok No: 26/10, 34200 Güngören/İstanbul",41.015253,28.8862135,(0212) 637 35 52,http://www.danielvoi.com/,4.6,21,Giyim mağazası,1.0,1.0
ChIJC2WtPhi7yhQRj_8jm5JIw3k,Söğüt Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"Mehmet Nesih Özmen Mahallesi Fatih Caddesi &, Mehmet Nesih Özmen, Kayacık Sk 81A, 34173 Güngören/İstanbul",41.0116126,28.884793999999996,(0212) 641 24 34,https://www.find.com.tr/Company/soguttekstiletemsogut,5,5,Toptancı,1.0,1.0
ChIJGU0mDT_PyhQRI8d5eEELJzA,TEKNİK CNC TORNA,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Merter,"Dudullu OSB, 502 sk İMES San. Sit no:18 E blok, 34775 Ümraniye/İstanbul",41.0000565,29.157129499999996,(0216) 364 60 23,http://www.teknikcnctorna.com/iletisim.html,2.3,3,Hizmetler,1.0,1.0
ChIJ2xGWLxTPyhQR8DGHAwGq1OY,TURNA CNC MAKİNA,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Merter,"Dudullu OSB, B-205 Sk. No:10, 34776 Ümraniye/İstanbul",41.002351999999995,29.165695,(0216) 415 40 30,http://www.turnacnc.com/,5,2,Üretici,1.0,1.0
ChIJVS9NlGfPyhQROq2MF4rj2z8,Torna Türk Tesbih Tornası,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Merter,"esenşehir mahallesi, kürkçüler caddesi, Esenşehir, İlkbahar Sk. No:10, 34776 Ümraniye/İstanbul",41.0113991,29.1703361,0544 303 90 28,http://www.tornaturk.com/,3.4,5,,1.0,1.0
ChIJ0UJS9_W6yhQRLBSkcN49G8I,Yılmaz Tornacılık Yan Sanayi ve Ticaret Limited Şirketi,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Merter,"İkitelli OSB Mahallesi Tormak Sanayi Sitesi, V Blok No:11, İkitelli OSB, Sanayi Sitesi No:11 SANAYİ SİTESİ, 34490 Başakşehir/İstanbul",41.087966,28.7879705,(0212) 567 87 58,http://yilmaztornacilik.com.tr/,5,2,Hizmetler,1.0,1.0
ChIJTztG4CG7yhQRexvQ6w9FUnw,Önlük Atölyesi,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Merter,"M.Nesih Özmen Mah. Fatih Cad. Uzun Sokak No.14 Mavi Çarşı Kat.4 No.34 Merter, Mehmet Nesih Özmen, 34173 Güngören/İstanbul",41.0169102,28.882864399999995,0533 232 00 64,http://www.onlukatolyesi.com/,4.8,64,Giyim mağazası,1.0,1.0
ChIJxVspWHjPyhQRk5EmbYRpnS4,AHŞAP TORNA EVİ,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Modoko Umraniye,"Yukarı Dudullu, Nato Yolu Cd no:132/A Y, 34775 Ümraniye/İstanbul",41.012063999999995,29.149807699999997,0535 265 44 90,https://www.instagram.com/ahsaptornaevi?igsh=MXc4aGo0cW1qNGk1ZQ==,5,3,Üretici,1.0,1.0
ChIJoaEp7rLJyhQR-8VCco27yOY,Atölye Touch,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Armağanevler, Tütengil Sk. No:38 Han Apartmanı. Kat:4, 34764 Ümraniye/İstanbul",41.015672599999995,29.1197609,0538 570 17 11,https://www.atolyetouch.com/,,,Giyim mağazası,1.0,1.0
ChIJHZcxbdDIyhQR9sJ8Mgoud4s,Avrupa Aksesuar ve Kim.Mad.San.Tic.Ltd.Şti.,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Parseller, Taşköprü Cd. No. : 33 -A, 34773 Ümraniye/İstanbul",41.027085299999996,29.153532299999995,(0216) 611 01 00,http://www.avrupaaksesuar.com/,4.6,5,Giyim mağazası,1.0,1.0
ChIJZegJafnJyhQROVYES70j3D0,Ayşegül Kalelio - Gelinlik ve Davet Elbisesi Satış Mağazası,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Atatürk mah.Alemdağ caddesi, Tantavi, Kaşkar Sk. No:1 K.2-3, 34764 Ümraniye/İstanbul",41.0247165,29.085876799999998,0532 366 75 27,http://www.aysegulkalelio.com/,3.8,207,Kadın giyim mağazası,1.0,1.0
ChIJb-W3ZTnPyhQRYvPSh-q4ZIQ,Azime Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Yukarı Dudullu, Sanayi Sk. No:48, 34775 Ümraniye/Istanbul - Asia",41.0055577,29.1557332,(0216) 466 65 43,http://www.divaio.com/,4.8,6,Giyim mağazası,1.0,1.0
ChIJHejP4tjOyhQRSF6yfBCWMrM,DudulluMarangoz Dama Mobilya İmalat Atölyesi,torna tesviye atolyesi,hassas hizalama + alet kullanimi,Modoko Umraniye,"Revnak Sok, Dudullu OSB, Kürkçüler Cd. 10/A, 34773 Ümraniye/İstanbul",41.0086152,29.1722185,0532 441 35 24,https://damamobilyatasarim.com/,4.9,125,Üretici,1.0,1.0
ChIJl0JxOx_PyhQR_uzLA2G4eU4,Gabya Tekstil,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Mahallesi, Necip Fazıl, Necip Fazıl Blv. 7-9 Kat 1, 34773 Ümraniye/İstanbul",41.0150711,29.164733099999996,(0216) 313 62 08,http://www.gabya.com/,4.6,16,Üretici,1.0,1.0
ChIJb_Ief2PPyhQR4MbqiWhIT_g,Gusto Fabrika,konfeksiyon atolyesi,deforme malzeme manipulasyonu,Modoko Umraniye,"Şerifali, Mevdudi Sokaği No:55, 34773 Ümraniye/İstanbul",41.0005513,29.1552363,0850 346 6970,http://www.gustogiyim.com/,3.3,35,Kurumsal Ofis,1.0,1.0
